frame_id,timestamp_ms,subject_id,exercise_folder,canonical_exercise,movement_group,form_quality,angle_view,avg_visibility,bbox_x1,bbox_y1,bbox_x2,bbox_y2,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,kp_nose_x,kp_left_eye_inner_x,kp_left_eye_x,kp_left_eye_outer_x,kp_right_eye_inner_x,kp_right_eye_x,kp_right_eye_outer_x,kp_left_ear_x,kp_right_ear_x,kp_mouth_left_x,kp_mouth_right_x,kp_left_shoulder_x,kp_right_shoulder_x,kp_left_elbow_x,kp_right_elbow_x,kp_left_wrist_x,kp_right_wrist_x,kp_left_pinky_x,kp_right_pinky_x,kp_left_index_x,kp_right_index_x,kp_left_thumb_x,kp_right_thumb_x,kp_left_hip_x,kp_right_hip_x,kp_left_knee_x,kp_right_knee_x,kp_left_ankle_x,kp_right_ankle_x,kp_left_heel_x,kp_right_heel_x,kp_left_foot_index_x,kp_right_foot_index_x,kp_nose_y,kp_left_eye_inner_y,kp_left_eye_y,kp_left_eye_outer_y,kp_right_eye_inner_y,kp_right_eye_y,kp_right_eye_outer_y,kp_left_ear_y,kp_right_ear_y,kp_mouth_left_y,kp_mouth_right_y,kp_left_shoulder_y,kp_right_shoulder_y,kp_left_elbow_y,kp_right_elbow_y,kp_left_wrist_y,kp_right_wrist_y,kp_left_pinky_y,kp_right_pinky_y,kp_left_index_y,kp_right_index_y,kp_left_thumb_y,kp_right_thumb_y,kp_left_hip_y,kp_right_hip_y,kp_left_knee_y,kp_right_knee_y,kp_left_ankle_y,kp_right_ankle_y,kp_left_heel_y,kp_right_heel_y,kp_left_foot_index_y,kp_right_foot_index_y,kp_nose_vis,kp_left_eye_inner_vis,kp_left_eye_vis,kp_left_eye_outer_vis,kp_right_eye_inner_vis,kp_right_eye_vis,kp_right_eye_outer_vis,kp_left_ear_vis,kp_right_ear_vis,kp_mouth_left_vis,kp_mouth_right_vis,kp_left_shoulder_vis,kp_right_shoulder_vis,kp_left_elbow_vis,kp_right_elbow_vis,kp_left_wrist_vis,kp_right_wrist_vis,kp_left_pinky_vis,kp_right_pinky_vis,kp_left_index_vis,kp_right_index_vis,kp_left_thumb_vis,kp_right_thumb_vis,kp_left_hip_vis,kp_right_hip_vis,kp_left_knee_vis,kp_right_knee_vis,kp_left_ankle_vis,kp_right_ankle_vis,kp_left_heel_vis,kp_right_heel_vis,kp_left_foot_index_vis,kp_right_foot_index_vis
86,5733,subject_001,squat,bodyweight_squat,legs,good,front,0.9817,149,32,655,1402,130.96,167.63,22.42,27.2,176.66,173.88,171.04,164.49,477.74,482.44,488.34,493.79,461.16,450.94,439.87,488.82,409.12,482.75,459.22,547.69,316.71,583.39,257.14,574.47,238.01,578.29,222.66,567.77,244.9,557.52,255.42,489.44,363.15,488.73,333.43,477.44,327.19,458.56,342.44,502.29,307.28,257.73,231.65,231.61,231.38,229.93,229.02,228.36,236.64,236.77,279.45,279.41,357.6,364.2,508.96,530.93,521.34,680.41,540.86,720.74,510.72,720.11,504.09,707.26,719.31,714.94,936.09,927.28,1119.02,1120.36,1141.83,1143.91,1207.56,1204.52,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,0.9999,1.0,1.0,1.0,1.0,0.9736,0.9841,0.9747,0.9645,0.9615,0.9464,0.962,0.9481,0.9612,0.9498,0.9996,0.9997,0.9929,0.9948,0.989,0.9885,0.9431,0.9175,0.9739,0.9721
87,5800,subject_001,squat,bodyweight_squat,legs,good,front,0.9819,149,33,656,1402,2.66,168.38,21.29,26.93,176.36,174.14,170.58,165.15,480.39,485.87,491.66,497.06,464.65,454.63,443.94,492.79,413.59,485.01,461.68,548.69,319.82,584.62,259.94,576.6,239.0,581.31,222.96,568.62,245.15,559.9,255.86,488.83,363.1,488.74,333.8,477.04,327.17,458.22,342.6,502.09,308.95,258.57,232.51,232.43,232.15,230.9,229.94,229.23,237.29,237.08,279.99,279.99,359.08,363.34,530.28,528.74,480.71,672.62,458.09,717.06,430.99,716.2,438.75,702.19,719.16,714.51,936.12,927.59,1119.07,1120.43,1141.81,1143.88,1207.94,1204.7,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,0.9999,1.0,1.0,1.0,1.0,0.9744,0.9843,0.9767,0.9646,0.9642,0.9458,0.9646,0.9475,0.9635,0.9493,0.9996,0.9997,0.993,0.9948,0.9888,0.9883,0.9423,0.9169,0.9737,0.9718
88,5866,subject_001,squat,bodyweight_squat,legs,good,front,0.9821,150,33,659,1402,7.36,168.64,22.1,26.54,175.97,174.18,170.31,165.41,481.33,486.67,492.71,498.28,464.63,454.18,443.1,494.68,413.95,486.57,462.97,548.43,321.54,587.48,261.91,581.33,240.45,582.01,223.02,573.59,246.25,565.65,257.26,488.19,363.04,488.76,333.54,476.37,326.67,456.19,342.6,500.61,307.17,258.55,232.48,232.37,232.06,230.86,229.9,229.19,237.21,237.28,280.0,280.01,360.56,363.15,535.72,528.7,468.25,673.15,456.75,716.63,418.1,716.04,427.8,702.34,719.08,714.61,936.07,928.39,1118.8,1121.56,1141.51,1145.0,1207.84,1205.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9999,1.0,1.0,1.0,1.0,0.9738,0.985,0.9774,0.966,0.9651,0.9472,0.9652,0.949,0.9638,0.9508,0.9996,0.9997,0.9931,0.9948,0.9885,0.9881,0.9412,0.9161,0.973,0.9711
89,5933,subject_001,squat,bodyweight_squat,legs,good,front,0.9827,149,33,667,1402,8.02,169.01,23.2,25.84,175.39,174.09,169.94,165.0,480.99,486.47,492.68,498.44,464.1,453.55,442.31,495.34,413.77,486.38,462.52,548.25,321.96,593.09,262.99,581.44,240.68,578.24,223.43,570.36,247.75,565.28,258.14,487.34,363.0,488.78,331.7,475.33,323.41,454.85,340.87,499.43,302.83,259.1,232.49,232.35,232.04,231.02,230.1,229.36,238.09,237.89,281.61,281.29,362.45,363.09,548.91,532.51,428.0,687.18,392.83,728.12,370.1,729.36,378.65,717.47,719.59,715.42,936.03,928.5,1117.65,1122.38,1139.49,1145.01,1207.09,1206.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9759,0.9857,0.9794,0.9673,0.9679,0.9485,0.968,0.9502,0.9665,0.9521,0.9996,0.9998,0.9934,0.995,0.9884,0.9883,0.9423,0.9185,0.9724,0.9709
90,6000,subject_001,squat,bodyweight_squat,legs,good,front,0.9831,148,33,668,1402,8.09,169.57,23.4,25.21,174.93,173.95,169.51,164.81,482.31,486.55,492.55,498.26,464.5,453.99,442.61,495.16,414.91,488.32,464.71,549.66,322.39,594.56,263.36,581.76,240.71,579.81,223.48,572.2,248.14,566.54,258.28,487.15,362.86,489.17,330.67,474.83,321.75,453.92,339.63,499.23,300.13,259.12,232.27,232.02,231.59,231.0,230.12,229.45,237.96,238.67,281.73,281.59,366.3,363.9,553.97,538.51,417.7,694.78,381.48,734.43,361.92,736.39,371.39,725.31,722.73,717.59,936.3,928.82,1117.47,1123.75,1139.13,1145.62,1207.04,1207.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9773,0.9863,0.9811,0.9685,0.9701,0.9495,0.9701,0.9511,0.9686,0.9531,0.9997,0.9998,0.9936,0.9951,0.988,0.9882,0.9421,0.9192,0.9714,0.97
91,6066,subject_001,squat,bodyweight_squat,legs,good,front,0.9836,148,33,670,1403,7.45,169.84,23.64,24.92,174.43,174.04,168.96,164.94,481.45,485.87,491.98,497.82,463.53,452.95,441.67,495.42,415.02,487.96,464.25,551.81,323.23,596.38,264.06,582.07,240.69,580.41,223.77,573.13,248.22,567.4,258.31,487.15,362.79,489.89,330.65,474.63,321.36,453.44,339.48,499.2,297.64,259.11,232.11,231.81,231.36,230.98,230.1,229.44,237.86,239.25,281.71,281.6,368.01,364.38,555.91,540.72,417.41,699.26,381.65,738.38,362.18,740.35,370.95,729.79,723.81,718.46,936.28,928.96,1116.84,1124.71,1138.64,1146.65,1206.97,1208.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9789,0.987,0.9827,0.9699,0.9724,0.9512,0.9723,0.9526,0.9707,0.9546,0.9997,0.9998,0.9938,0.9951,0.9877,0.9882,0.9423,0.9202,0.9705,0.9695
92,6133,subject_001,squat,bodyweight_squat,legs,good,front,0.9842,149,32,670,1406,7.45,170.09,23.49,24.74,174.05,174.01,168.75,164.97,480.35,485.46,491.77,497.78,462.76,452.09,440.81,496.48,414.47,487.04,463.05,552.03,323.4,596.19,264.63,583.52,240.7,580.96,224.24,574.37,248.67,569.5,258.48,487.11,362.77,490.59,330.67,474.82,321.33,453.48,339.27,499.6,297.47,259.36,232.21,231.94,231.57,231.01,230.1,229.43,238.34,239.19,281.84,281.72,368.46,364.6,557.11,541.1,430.76,701.12,397.62,741.19,372.16,743.15,381.15,732.24,725.28,719.89,936.71,929.51,1116.83,1126.02,1138.66,1147.64,1207.06,1210.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9802,0.9877,0.9841,0.9713,0.9744,0.9529,0.9743,0.9542,0.9727,0.9563,0.9997,0.9998,0.994,0.9953,0.9876,0.9884,0.9434,0.9217,0.9702,0.9694
93,6200,subject_001,squat,bodyweight_squat,legs,good,front,0.9845,150,32,668,1407,8.39,170.28,22.82,24.7,174.34,174.08,168.52,165.27,480.84,486.75,493.13,499.23,463.69,452.93,441.5,498.43,414.88,487.36,462.91,553.84,324.83,594.89,265.47,588.16,240.72,591.03,224.39,585.24,248.49,578.07,258.19,487.11,362.77,490.52,330.95,475.62,321.58,453.57,339.64,499.83,296.97,259.43,232.3,232.08,231.75,231.14,230.28,229.66,238.46,239.35,281.89,281.84,368.33,364.76,556.92,540.96,457.98,699.02,438.58,739.52,416.3,741.04,421.02,729.36,726.88,720.75,936.69,930.05,1117.03,1127.26,1139.67,1149.81,1207.27,1211.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9781,0.9882,0.9844,0.9724,0.9748,0.9544,0.9747,0.9557,0.9729,0.9578,0.9997,0.9998,0.9941,0.9955,0.9879,0.9887,0.9453,0.9245,0.9708,0.9702
94,6266,subject_001,squat,bodyweight_squat,legs,good,front,0.9849,149,32,669,1407,13.48,171.01,20.96,24.76,175.49,174.08,168.98,165.06,483.15,488.63,494.69,500.42,466.33,455.7,444.2,498.4,415.88,488.54,464.71,553.51,324.99,587.01,266.71,589.62,240.85,595.11,224.46,590.61,246.3,582.86,256.76,487.88,363.62,490.56,331.36,478.46,321.61,454.73,339.66,500.89,295.49,259.55,232.48,232.35,232.1,231.19,230.29,229.65,238.59,239.34,281.94,281.84,365.32,364.73,543.11,538.21,489.87,691.55,485.25,732.83,454.3,734.06,454.85,720.99,726.7,720.7,936.87,930.3,1119.97,1127.66,1143.4,1151.12,1210.03,1211.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777,0.9886,0.9852,0.9737,0.9762,0.9564,0.976,0.9577,0.9741,0.9597,0.9997,0.9998,0.9942,0.9954,0.9882,0.9886,0.9445,0.9236,0.9714,0.9704
95,6333,subject_001,squat,bodyweight_squat,legs,good,front,0.9845,149,32,669,1407,87.97,171.34,20.44,24.82,176.26,174.42,169.69,165.01,485.62,490.17,495.47,500.54,469.72,459.82,449.07,497.17,418.36,489.0,467.07,552.78,324.84,583.68,267.48,589.02,242.05,595.33,224.57,590.94,244.95,582.57,256.11,489.26,364.35,490.51,332.25,479.49,321.73,454.8,339.9,501.36,295.1,259.53,232.54,232.44,232.23,231.24,230.32,229.66,238.58,239.06,281.82,281.35,361.21,364.71,528.48,536.6,527.29,683.95,541.96,726.01,504.93,726.36,500.65,711.64,722.41,718.53,935.62,930.29,1120.94,1127.99,1146.24,1152.4,1210.71,1211.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725,0.9888,0.984,0.9744,0.9752,0.9574,0.9752,0.9589,0.973,0.9608,0.9996,0.9998,0.9942,0.9952,0.9879,0.9882,0.941,0.9202,0.971,0.9699
96,6400,subject_001,squat,bodyweight_squat,legs,good,front,0.9835,155,32,654,1408,165.24,170.96,21.22,24.71,176.95,174.45,170.89,164.72,484.96,489.55,494.99,500.16,468.8,458.81,448.03,496.9,417.71,488.62,466.98,551.86,323.26,583.31,267.44,577.1,244.08,579.22,227.07,567.89,246.07,560.78,256.78,491.84,364.54,490.71,332.42,479.86,321.76,454.82,339.86,501.81,295.19,260.37,234.42,234.8,235.08,231.54,230.32,229.55,240.55,237.59,282.3,281.39,359.7,365.24,510.13,536.57,630.77,683.96,676.92,726.58,673.38,726.54,654.59,711.53,721.79,718.52,935.95,930.53,1120.89,1129.16,1146.17,1153.36,1210.67,1212.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.969,0.9893,0.9786,0.9753,0.9684,0.9586,0.9685,0.9601,0.9667,0.9619,0.9996,0.9998,0.9941,0.9949,0.9876,0.9879,0.9388,0.9173,0.9705,0.9694
97,6466,subject_001,squat,bodyweight_squat,legs,good,front,0.9822,156,29,664,1410,167.87,170.9,21.15,24.64,177.27,175.03,171.85,164.74,481.67,485.21,490.44,495.66,463.78,453.08,441.44,492.46,410.47,486.07,462.51,551.06,321.71,583.88,267.38,583.99,245.58,592.96,229.31,579.47,248.57,572.14,258.08,493.83,364.76,490.7,333.69,479.21,322.09,454.28,340.0,502.11,295.58,258.66,233.02,233.54,233.91,229.71,228.52,227.87,239.66,236.43,281.23,279.34,358.83,365.22,510.96,535.69,644.3,680.29,693.51,721.92,689.35,719.34,670.09,702.06,720.95,717.46,936.5,930.51,1121.04,1130.37,1146.34,1154.63,1210.75,1213.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9665,0.9894,0.9729,0.9742,0.9611,0.957,0.9614,0.9586,0.9603,0.9606,0.9996,0.9998,0.9939,0.9946,0.9871,0.9877,0.9363,0.9142,0.97,0.9692
98,6533,subject_001,squat,bodyweight_squat,legs,good,front,0.9811,155,28,668,1411,168.92,170.88,21.48,24.68,177.66,174.97,172.15,164.59,469.06,473.26,479.76,485.75,449.9,438.81,427.77,487.58,401.73,478.19,450.27,551.04,320.39,585.27,266.47,588.87,244.67,595.06,229.29,581.99,249.02,573.06,258.17,493.79,364.74,489.61,333.81,478.54,322.47,454.32,340.36,502.01,296.56,256.79,230.56,231.01,231.34,228.0,227.21,226.94,237.17,235.66,279.77,277.82,358.91,364.96,513.01,535.66,656.32,683.18,705.56,726.45,706.81,724.75,683.55,707.15,722.14,718.5,938.76,931.59,1122.52,1132.66,1147.82,1156.64,1211.39,1214.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9643,0.9894,0.9663,0.9731,0.9529,0.955,0.9531,0.9568,0.9529,0.9591,0.9996,0.9998,0.9938,0.9945,0.9871,0.9878,0.9358,0.9146,0.9703,0.9698
99,6600,subject_001,squat,bodyweight_squat,legs,good,front,0.9804,149,32,685,1413,170.34,171.3,22.2,24.68,177.55,174.8,172.19,164.49,461.07,465.73,472.4,478.68,443.03,432.36,421.95,482.1,397.56,471.09,441.77,551.0,319.57,587.15,265.88,597.64,241.89,609.34,226.11,596.19,246.57,583.38,256.49,493.86,364.8,489.61,333.89,478.25,323.1,454.39,341.68,502.07,296.3,260.94,233.62,233.48,233.38,231.91,230.95,230.31,237.9,237.05,283.02,282.05,360.54,364.98,513.84,535.98,680.15,692.08,729.46,734.41,734.09,733.83,713.01,719.61,724.08,720.59,941.02,933.33,1122.76,1134.47,1147.87,1157.92,1211.51,1216.86,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9636,0.9896,0.9624,0.9729,0.9479,0.9544,0.9481,0.9564,0.9485,0.9588,0.9997,0.9998,0.9937,0.9944,0.9868,0.9878,0.9344,0.9145,0.9698,0.9699
100,6666,subject_001,squat,bodyweight_squat,legs,good,front,0.9803,145,39,687,1413,170.97,172.01,21.62,24.63,177.76,174.84,172.16,164.72,451.37,458.2,464.55,472.19,434.02,423.41,413.39,479.47,392.09,463.01,432.16,551.62,319.38,589.78,265.67,601.05,238.83,610.04,223.29,595.44,243.25,583.9,253.77,493.79,364.34,488.92,334.16,477.72,323.88,454.46,343.45,501.9,294.88,267.96,238.99,237.65,236.47,239.8,238.96,238.02,239.47,241.31,289.09,289.9,364.58,364.94,536.85,536.01,723.35,697.37,768.93,738.63,768.63,738.52,752.81,726.11,724.46,720.86,940.91,933.31,1122.43,1134.74,1147.61,1158.18,1210.87,1217.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9661,0.9898,0.9641,0.9728,0.9498,0.9544,0.95,0.9564,0.9503,0.9589,0.9997,0.9998,0.9932,0.9941,0.9856,0.9871,0.9311,0.9119,0.9678,0.9687
101,6733,subject_001,squat,bodyweight_squat,legs,good,front,0.9808,144,49,686,1411,171.89,171.52,21.03,24.69,177.75,174.91,171.72,164.78,443.82,453.95,460.57,468.81,427.43,417.05,407.78,478.83,389.81,458.09,424.97,552.84,319.26,590.78,265.07,601.85,238.37,609.04,222.84,595.3,242.73,583.71,253.58,494.14,364.17,489.79,334.23,479.01,324.0,456.77,344.39,502.47,294.25,276.38,248.21,246.11,244.27,250.04,248.9,247.57,244.88,248.06,297.43,299.12,373.04,366.59,558.08,538.56,739.93,706.96,787.84,751.39,786.54,751.97,767.49,738.86,726.19,721.86,941.69,934.48,1122.79,1135.06,1147.76,1158.67,1211.55,1217.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9688,0.9903,0.9664,0.9737,0.9525,0.9558,0.9526,0.9577,0.9529,0.9601,0.9997,0.9998,0.9931,0.9941,0.9853,0.987,0.9297,0.9105,0.9671,0.9685
102,6800,subject_001,squat,bodyweight_squat,legs,good,front,0.9813,144,49,685,1411,172.18,171.34,20.87,24.67,178.23,174.38,171.36,164.71,437.46,449.92,457.1,464.87,422.03,411.54,403.04,477.39,387.91,454.32,418.75,553.83,318.33,590.81,264.2,601.24,237.77,608.3,222.06,594.85,242.69,583.57,253.6,494.12,363.32,490.31,333.56,481.48,324.97,459.52,346.16,503.91,294.27,276.01,247.74,245.81,244.07,249.77,248.75,247.67,245.61,249.52,297.29,298.74,379.71,369.67,566.43,541.81,742.76,712.61,791.93,761.6,792.65,760.6,772.87,745.46,730.28,725.22,943.04,934.87,1123.68,1135.02,1149.03,1158.6,1214.25,1217.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9714,0.9908,0.9688,0.9746,0.9555,0.957,0.9556,0.9588,0.9557,0.9612,0.9997,0.9998,0.993,0.9942,0.9852,0.987,0.9297,0.9106,0.9669,0.9687
103,6866,subject_001,squat,bodyweight_squat,legs,good,front,0.9819,142,48,684,1411,172.33,170.84,20.59,24.84,178.99,174.09,171.02,164.78,431.71,445.6,453.94,461.13,415.99,406.47,397.58,476.06,386.51,450.81,412.84,556.16,317.56,591.97,262.66,600.94,236.88,608.0,220.7,594.42,242.11,583.41,253.5,494.1,362.43,490.42,333.03,484.09,325.55,463.07,346.56,504.89,296.26,275.05,246.86,245.1,243.49,248.65,247.67,246.6,245.38,249.31,296.37,297.75,384.26,372.5,575.32,544.69,749.5,716.78,800.87,767.2,801.47,766.69,780.19,750.96,737.19,729.72,948.96,937.29,1129.99,1135.96,1155.02,1159.52,1217.8,1217.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9734,0.991,0.9704,0.9749,0.9574,0.9573,0.9575,0.9591,0.9576,0.9615,0.9997,0.9998,0.993,0.9944,0.9857,0.9875,0.9317,0.9129,0.968,0.9698
104,6933,subject_001,squat,bodyweight_squat,legs,good,front,0.9822,141,44,687,1413,172.99,169.73,20.75,25.17,179.12,173.81,170.76,165.36,421.72,436.97,446.69,455.31,407.53,398.26,390.06,472.02,384.03,443.98,405.08,556.62,317.13,591.95,260.27,602.87,236.04,609.6,219.59,596.43,241.49,586.9,253.4,493.73,360.39,490.52,332.15,484.97,326.82,464.81,347.58,504.99,301.8,273.52,244.28,242.32,240.63,247.41,246.82,246.04,242.95,248.22,294.02,296.8,384.77,372.22,572.88,544.49,744.9,716.96,792.87,767.85,794.17,767.9,776.48,751.2,737.56,729.45,949.49,937.42,1130.79,1135.46,1155.56,1158.71,1218.31,1217.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9753,0.9909,0.9723,0.974,0.9598,0.956,0.9599,0.9579,0.9599,0.9605,0.9997,0.9998,0.993,0.9946,0.9861,0.9877,0.9326,0.9138,0.9688,0.9705
105,7000,subject_001,squat,bodyweight_squat,legs,good,front,0.9818,140,44,690,1414,173.39,169.89,21.48,25.23,178.66,174.41,169.76,166.87,406.96,423.72,434.59,444.82,395.63,388.46,381.95,465.4,382.19,430.41,393.8,556.73,317.02,592.88,260.05,606.24,234.3,612.34,219.67,597.77,238.87,589.02,249.65,491.53,356.88,490.77,331.95,485.9,327.99,465.83,348.23,505.73,301.8,273.02,244.03,242.23,240.28,246.69,246.02,245.23,241.77,246.84,293.92,296.3,383.39,371.64,568.85,538.65,741.86,706.42,788.69,753.16,789.72,750.09,772.98,733.39,736.96,727.12,949.55,938.22,1130.5,1136.26,1155.39,1159.48,1219.53,1218.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9772,0.989,0.974,0.9681,0.9619,0.9488,0.962,0.9507,0.962,0.9541,0.9997,0.9998,0.9929,0.9948,0.9866,0.9882,0.9336,0.9156,0.9699,0.9718
106,7066,subject_001,squat,bodyweight_squat,legs,good,front,0.9813,150,43,691,1419,173.39,168.87,22.46,25.42,178.93,173.65,169.42,167.09,387.07,404.01,415.6,427.17,381.19,374.92,369.1,456.65,379.56,408.28,379.83,556.51,316.76,595.13,260.27,611.28,238.27,614.34,228.23,597.85,244.9,589.9,253.73,490.44,356.12,490.46,331.5,487.1,330.62,466.74,350.32,506.88,301.61,272.76,243.71,242.15,240.17,245.46,244.63,243.64,241.75,242.96,293.43,295.34,382.69,370.15,566.3,533.22,741.48,690.11,789.8,736.77,789.43,733.57,773.47,717.19,736.44,726.25,949.34,938.85,1130.45,1138.16,1155.5,1161.72,1220.98,1223.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.979,0.9862,0.9754,0.9617,0.9636,0.9409,0.9637,0.9429,0.9636,0.9468,0.9997,0.9998,0.9929,0.995,0.9871,0.9887,0.935,0.9182,0.971,0.973
107,7133,subject_001,squat,bodyweight_squat,legs,good,front,0.9794,166,43,700,1420,174.4,165.92,23.99,24.84,179.35,173.97,167.7,168.63,381.37,398.25,410.03,422.03,374.3,367.67,361.96,452.58,374.94,401.91,374.37,555.94,316.46,597.32,260.46,618.86,246.95,624.14,243.13,606.96,254.55,598.66,262.08,485.64,352.05,489.57,330.8,490.84,332.01,470.6,351.43,512.79,303.93,272.46,243.47,242.07,240.35,245.21,244.46,243.58,242.06,242.12,293.13,294.96,382.17,369.15,565.01,530.47,736.78,682.95,783.98,729.52,785.43,723.49,769.55,708.05,735.91,726.13,949.17,939.87,1130.27,1138.05,1155.1,1161.61,1220.04,1224.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9799,0.9807,0.9749,0.9499,0.9622,0.9269,0.9625,0.9291,0.9626,0.9338,0.9997,0.9998,0.9924,0.9951,0.987,0.9888,0.9336,0.9178,0.9706,0.973
108,7200,subject_001,squat,bodyweight_squat,legs,good,front,0.979,178,46,712,1422,175.08,161.31,25.33,25.24,179.97,173.31,167.82,168.46,375.17,392.84,404.42,416.44,369.07,363.11,357.78,447.84,372.41,395.05,369.54,555.2,316.45,601.15,261.19,628.36,259.36,636.5,255.74,622.61,262.62,613.34,270.0,485.81,352.39,489.74,330.54,492.97,333.69,471.93,352.33,513.41,305.86,276.98,247.45,245.94,244.46,248.66,247.51,246.31,245.32,243.43,295.98,297.47,380.45,368.37,562.1,524.59,728.81,657.31,774.97,689.91,775.36,678.45,761.15,667.49,732.97,724.92,949.02,940.73,1131.92,1139.65,1156.06,1161.76,1220.36,1226.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9811,0.9774,0.9751,0.9465,0.962,0.9232,0.9624,0.9254,0.9628,0.9299,0.9997,0.9998,0.9923,0.9952,0.9873,0.989,0.9336,0.9187,0.971,0.9734
109,7266,subject_001,squat,bodyweight_squat,legs,good,front,0.9788,172,48,727,1423,175.82,161.75,26.45,26.3,179.71,172.58,168.11,167.53,370.13,387.39,398.68,410.67,364.81,359.77,354.84,443.34,370.94,391.23,367.04,554.29,316.63,603.52,261.68,637.79,259.06,648.97,252.43,640.29,260.92,631.17,267.07,486.71,354.9,490.6,330.82,494.81,334.62,473.92,352.69,515.78,308.81,279.01,249.3,247.41,245.64,251.01,249.88,248.67,246.32,245.37,297.47,299.2,378.75,368.34,555.36,518.03,725.29,596.8,772.07,609.89,770.11,586.7,754.78,582.01,730.69,724.27,948.96,941.28,1133.05,1140.14,1156.02,1161.69,1221.11,1227.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9819,0.973,0.975,0.9473,0.9611,0.9249,0.9618,0.9271,0.9627,0.931,0.9997,0.9998,0.9922,0.9951,0.9869,0.9886,0.9317,0.918,0.9694,0.9723
110,7333,subject_001,squat,bodyweight_squat,legs,good,front,0.9797,172,50,735,1427,175.57,168.31,26.31,26.35,176.84,170.54,171.48,164.88,365.22,381.45,392.43,404.22,360.64,356.12,351.59,439.48,370.51,386.7,364.81,554.27,317.53,605.53,266.76,641.82,263.02,655.36,253.41,648.01,262.46,638.83,270.66,495.39,364.59,491.7,335.51,498.86,342.35,480.55,360.2,518.16,313.8,281.6,251.76,249.54,247.52,253.58,252.42,251.18,247.39,247.58,299.6,301.03,374.45,368.67,543.88,518.46,708.89,548.73,755.57,555.97,756.33,537.45,741.27,533.32,727.09,720.23,947.05,941.23,1133.74,1141.15,1156.1,1161.88,1222.4,1231.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.9826,0.9739,0.9752,0.9514,0.9607,0.9306,0.9616,0.9325,0.9626,0.9357,0.9997,0.9998,0.9925,0.9953,0.9876,0.9892,0.9347,0.921,0.9708,0.9734
